kepoi_name,koi_period,koi_prad,koi_teq,koi_disposition
K04492.01,0.639381,2.91e-07,-2.91e-07,FALSE POSITIVE
K06559.01,0.639721,4.6e-08,-4.6e-08,FALSE POSITIVE
K04271.01,0.64107,3.915e-06,-3.915e-06,FALSE POSITIVE
K03736.01,0.642349,2.19e-07,-2.19e-07,FALSE POSITIVE
K01735.01,0.642349,5.96e-07,-5.96e-07,FALSE POSITIVE
K06614.01,0.643003,7.9e-08,-7.9e-08,FALSE POSITIVE
K04594.01,0.643008,2.43e-06,-2.43e-06,FALSE POSITIVE
K06662.01,0.643171,6.8e-08,-6.8e-08,FALSE POSITIVE
K02772.01,0.643469,1.535e-06,-1.535e-06,FALSE POSITIVE
K07640.01,0.643704,6.31e-07,-6.31e-07,FALSE POSITIVE
K01197.01,0.643794,6.29e-07,-6.29e-07,FALSE POSITIVE
K04351.01,0.644322,2.82e-07,-2.82e-07,CANDIDATE
K07160.01,0.645851,2.191e-06,-2.191e-06,FALSE POSITIVE
K07159.01,0.645852,4.6e-08,-4.6e-08,FALSE POSITIVE
K07216.01,0.646523,9.883e-06,-9.883e-06,FALSE POSITIVE
K02433.05,0.646745,3.091e-06,-3.091e-06,FALSE POSITIVE
K07560.01,0.648772,4.225e-06,-4.225e-06,FALSE POSITIVE
K03949.01,0.648774,2.555e-06,-2.555e-06,FALSE POSITIVE
K06602.01,0.648776,1.1e-08,-1.1e-08,FALSE POSITIVE
K06277.01,0.648868,1.15e-07,-1.15e-07,FALSE POSITIVE
K05280.01,0.650701,3.46e-07,-3.46e-07,FALSE POSITIVE
K07261.01,0.651732,1.4e-07,-1.4e-07,FALSE POSITIVE
K01181.01,0.651784,1.93e-07,-1.93e-07,FALSE POSITIVE
K03954.01,0.652444,8.95e-07,-8.95e-07,FALSE POSITIVE
K07050.01,0.652957,1.453e-06,-1.453e-06,FALSE POSITIVE
K03794.01,0.653554,1.65e-07,-1.65e-07,CONFIRMED
K01269.01,0.655002,3.4e-07,-3.4e-07,FALSE POSITIVE
K06945.01,0.655095,2.389e-06,-2.389e-06,FALSE POSITIVE
K04109.01,0.65594,2.046e-06,-2.046e-06,CANDIDATE
K03740.01,0.656201,4.4e-08,-4.4e-08,FALSE POSITIVE
K04888.01,0.659299,1.2e-07,-1.2e-07,FALSE POSITIVE
K05392.01,0.660627,1.356e-05,-1.356e-05,FALSE POSITIVE
K03957.01,0.660629,1.037e-06,-1.037e-06,FALSE POSITIVE
K07994.01,0.660655,1.47e-06,-1.47e-06,FALSE POSITIVE
K08288.01,0.660663,4.026e-06,-4.026e-06,FALSE POSITIVE
K02810.01,0.66175,2.282e-06,-2.282e-06,FALSE POSITIVE
K07943.01,0.662343,5.097e-06,-5.097e-06,FALSE POSITIVE
K04196.01,0.662458,2.505e-06,-2.505e-06,FALSE POSITIVE
K02493.01,0.663085,9.11e-07,-9.11e-07,CONFIRMED
K02589.01,0.664074,1.528e-06,-1.528e-06,CONFIRMED
K07736.01,0.664727,6.678e-06,-6.678e-06,FALSE POSITIVE
K02756.01,0.665026,1.534e-06,-1.534e-06,CONFIRMED
K07620.01,0.665739,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02480.01,0.666827,6.82e-07,-6.82e-07,CANDIDATE
K03730.01,0.668483,2.88e-07,-2.88e-07,FALSE POSITIVE
K01286.01,0.668484,2.58e-07,-2.58e-07,FALSE POSITIVE
K05129.01,0.668827,2.386e-05,-2.386e-05,CANDIDATE
K01442.01,0.66931,5.87e-07,-5.87e-07,CONFIRMED
K06262.01,0.673141,2.141e-06,-2.141e-06,CANDIDATE
K07661.01,0.673685,5.705e-06,-5.705e-06,FALSE POSITIVE
K02852.01,0.67565,2.395e-06,-2.395e-06,CONFIRMED
K02954.01,0.676716,2.116e-06,-2.116e-06,FALSE POSITIVE
K06726.01,0.67699,3.7e-08,-3.7e-08,FALSE POSITIVE
K01150.01,0.677375,1.098e-06,-1.098e-06,CONFIRMED
K03839.01,0.677761,5.68e-07,-5.68e-07,FALSE POSITIVE
K07402.01,0.678138,1.47e-07,-1.47e-07,FALSE POSITIVE
K04040.01,0.678349,5.509e-06,-5.509e-06,FALSE POSITIVE
K02668.01,0.679337,8.23e-07,-8.23e-07,CONFIRMED
K04936.01,0.681138,1.27e-07,-1.27e-07,FALSE POSITIVE
K04357.01,0.681181,1.655e-06,-1.655e-06,CANDIDATE
K07987.01,0.681402,2.434e-06,-2.434e-06,FALSE POSITIVE
K03157.01,0.683083,5.571e-06,-5.571e-06,FALSE POSITIVE
K06560.01,0.683965,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K07523.01,0.684496,4.951e-06,-4.951e-06,FALSE POSITIVE
K03993.01,0.686994,5.53e-07,-5.53e-07,FALSE POSITIVE
K07127.01,0.687004,3.11e-06,-3.11e-06,FALSE POSITIVE
K07695.01,0.687507,4.199e-06,-4.199e-06,FALSE POSITIVE
K05900.02,0.687739,1.529e-06,-1.529e-06,FALSE POSITIVE
K06715.01,0.687772,7.9e-08,-7.9e-08,CANDIDATE
K01485.01,0.687895,1.21e-06,-1.21e-06,FALSE POSITIVE
K03859.01,0.687898,1.03e-07,-1.03e-07,FALSE POSITIVE
K01169.01,0.68921,4.5e-07,-4.5e-07,CANDIDATE
K03246.01,0.689968,1.283e-06,-1.283e-06,CONFIRMED
K02738.01,0.690406,1.223e-06,-1.223e-06,FALSE POSITIVE
K07306.01,0.691561,5.043e-06,-5.043e-06,FALSE POSITIVE
K01378.02,0.691666,2.562e-06,-2.562e-06,FALSE POSITIVE
K07451.01,0.691824,8.01e-06,-8.01e-06,FALSE POSITIVE
K01459.01,0.692015,1.72e-07,-1.72e-07,FALSE POSITIVE
K06947.01,0.692239,1.29e-07,-1.29e-07,FALSE POSITIVE
K02993.01,0.692694,2.06e-07,-2.06e-07,FALSE POSITIVE
K06095.01,0.692808,1.139e-06,-1.139e-06,FALSE POSITIVE
K04072.01,0.692978,1.489e-06,-1.489e-06,CONFIRMED
K02079.01,0.693843,1.62e-06,-1.62e-06,CONFIRMED
K07903.01,0.694611,3.741e-06,-3.741e-06,CANDIDATE
K03917.01,0.695955,6.16e-06,-6.16e-06,FALSE POSITIVE
K01131.01,0.696125,3.15e-07,-3.15e-07,CANDIDATE
K04211.01,0.696287,3.972e-06,-3.972e-06,FALSE POSITIVE
K04211.02,0.69629,4.587e-06,-4.587e-06,FALSE POSITIVE
K03962.01,0.697997,4.3e-07,-4.3e-07,FALSE POSITIVE
K06751.02,0.69836,9.309e-06,-9.309e-06,FALSE POSITIVE
K02813.01,0.698461,1.761e-06,-1.761e-06,CANDIDATE
K05862.01,0.699986,9.2e-08,-9.2e-08,FALSE POSITIVE
K06771.01,0.700606,3.642e-06,-3.642e-06,FALSE POSITIVE
K04207.01,0.701944,1.49e-06,-1.49e-06,CANDIDATE
K07636.01,0.70274,4.615e-06,-4.615e-06,CANDIDATE
K02794.01,0.7034,7.88e-07,-7.88e-07,FALSE POSITIVE
K03961.01,0.704542,1.027e-06,-1.027e-06,FALSE POSITIVE
K06902.01,0.705174,9.4e-08,-9.4e-08,FALSE POSITIVE
K04592.01,0.705442,3.556e-06,-3.556e-06,FALSE POSITIVE
K01492.01,0.705448,5.67e-07,-5.67e-07,FALSE POSITIVE
K04540.01,0.705455,4.078e-06,-4.078e-06,FALSE POSITIVE
K07548.01,0.705816,6.257e-06,-6.257e-06,FALSE POSITIVE
K03187.01,0.705891,3.804e-06,-3.804e-06,FALSE POSITIVE
K04881.02,0.706424,2.063e-06,-2.063e-06,FALSE POSITIVE
K06961.01,0.706429,3.3e-08,-3.3e-08,FALSE POSITIVE
K06982.01,0.70643,4.925e-06,-4.925e-06,FALSE POSITIVE
K04106.01,0.708563,1.367e-06,-1.367e-06,FALSE POSITIVE
K00191.03,0.708621,1.357e-06,-1.357e-06,CANDIDATE
K04841.01,0.708727,2.175e-06,-2.175e-06,FALSE POSITIVE
K03977.01,0.708805,4.19e-07,-4.19e-07,FALSE POSITIVE
K07559.01,0.708965,8.703e-06,-8.703e-06,CANDIDATE
K06174.01,0.709142,3.76e-07,-3.76e-07,FALSE POSITIVE
K07884.01,0.70965,3.545e-05,-3.545e-05,CANDIDATE
K04422.02,0.710592,6.568e-06,-6.568e-06,FALSE POSITIVE
K03016.01,0.710894,1.822e-06,-1.822e-06,FALSE POSITIVE
K01321.01,0.711967,1.12e-07,-1.12e-07,FALSE POSITIVE
K06747.01,0.715382,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K07781.01,0.715802,2.73e-07,-2.73e-07,FALSE POSITIVE
K04214.01,0.715826,3.435e-06,-3.435e-06,FALSE POSITIVE
K02925.01,0.716532,1.284e-06,-1.284e-06,CANDIDATE
K03162.01,0.71671,1.112e-06,-1.112e-06,FALSE POSITIVE
K03871.01,0.71671,4.48e-07,-4.48e-07,FALSE POSITIVE
K05481.01,0.718644,9e-08,-9e-08,FALSE POSITIVE
K07474.01,0.719573,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K08061.01,0.719741,0.0005031,-0.0005031,CANDIDATE
K04308.01,0.720461,3.44e-07,-3.44e-07,FALSE POSITIVE
K06534.01,0.720589,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K07790.01,0.721335,3.43e-06,-3.43e-06,FALSE POSITIVE
K07259.01,0.721523,4.3e-08,-4.3e-08,CANDIDATE
K06758.01,0.721624,1.05e-07,-1.05e-07,FALSE POSITIVE
K04042.01,0.723597,2.471e-05,-2.471e-05,FALSE POSITIVE
K03945.01,0.723948,2.813e-06,-2.813e-06,FALSE POSITIVE
K02542.01,0.727332,1.291e-06,-1.291e-06,CANDIDATE
K04753.01,0.729724,6.061e-06,-6.061e-06,FALSE POSITIVE
K01100.01,0.730939,2.264e-06,-2.264e-06,FALSE POSITIVE
K02917.01,0.730943,4.183e-06,-4.183e-06,FALSE POSITIVE
K01107.01,0.730946,2.497e-06,-2.497e-06,FALSE POSITIVE
K03992.01,0.730947,3.047e-06,-3.047e-06,FALSE POSITIVE
K03996.01,0.730947,1.924e-06,-1.924e-06,FALSE POSITIVE
K04031.01,0.730949,5.253e-06,-5.253e-06,FALSE POSITIVE
K04055.01,0.730955,1.078e-05,-1.078e-05,FALSE POSITIVE
K06309.01,0.730957,6.452e-06,-6.452e-06,FALSE POSITIVE
K06100.01,0.730964,3.544e-06,-3.544e-06,FALSE POSITIVE
K06519.01,0.732407,6.829e-05,-6.829e-05,FALSE POSITIVE
K06732.01,0.733725,3.581e-06,-3.581e-06,FALSE POSITIVE
K06790.01,0.733726,6.056e-06,-6.056e-06,FALSE POSITIVE
K07487.01,0.734426,1.4e-07,-1.4e-07,FALSE POSITIVE
K07488.01,0.734426,5.41e-06,-5.41e-06,FALSE POSITIVE
K01046.01,0.734525,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K08004.01,0.734549,5.682e-06,-5.682e-06,FALSE POSITIVE
K04664.01,0.734574,4.772e-06,-4.772e-06,FALSE POSITIVE
K04026.01,0.735146,1.341e-06,-1.341e-06,FALSE POSITIVE
K03644.02,0.735538,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03969.01,0.736194,1.282e-06,-1.282e-06,FALSE POSITIVE
K06350.01,0.738527,2.58e-07,-2.58e-07,FALSE POSITIVE
K04905.01,0.739405,2.567e-06,-2.567e-06,FALSE POSITIVE
K07633.01,0.739753,1.491e-06,-1.491e-06,FALSE POSITIVE
K04236.01,0.739761,3.791e-06,-3.791e-06,FALSE POSITIVE
K07065.01,0.73977,6.1e-08,-6.1e-08,FALSE POSITIVE
K02880.01,0.740926,1.837e-06,-1.837e-06,CONFIRMED
K01187.01,0.741057,1.16e-07,-1.16e-07,FALSE POSITIVE
K04546.01,0.741768,1.185e-06,-1.185e-06,CANDIDATE
K00952.05,0.742958,2.3e-07,-2.3e-07,CONFIRMED
K04783.01,0.743496,2.246e-06,-2.246e-06,FALSE POSITIVE
K05823.01,0.745087,2.3e-06,-2.3e-06,FALSE POSITIVE
K07388.01,0.750737,4.807e-06,-4.807e-06,FALSE POSITIVE
K04326.01,0.750744,9.95e-07,-9.95e-07,FALSE POSITIVE
K06417.01,0.751409,2.08e-07,-2.08e-07,FALSE POSITIVE
K03775.01,0.752158,2.31e-07,-2.31e-07,FALSE POSITIVE
K01350.01,0.75216,1.88e-07,-1.88e-07,FALSE POSITIVE
K02607.01,0.754458,7.81e-07,-7.81e-07,CANDIDATE
K04671.01,0.754991,5.881e-05,-5.881e-05,FALSE POSITIVE
K07010.01,0.755049,6.8e-08,-6.8e-08,FALSE POSITIVE
K06989.01,0.755099,1.56e-07,-1.56e-07,FALSE POSITIVE
K06591.01,0.755101,6.114e-06,-6.114e-06,FALSE POSITIVE
K04119.01,0.755102,4.313e-06,-4.313e-06,FALSE POSITIVE
K02741.01,0.755103,3.351e-06,-3.351e-06,FALSE POSITIVE
K07731.01,0.755106,4.6e-08,-4.6e-08,FALSE POSITIVE
K02591.01,0.755109,2.549e-06,-2.549e-06,FALSE POSITIVE
K06590.01,0.755109,7.604e-06,-7.604e-06,FALSE POSITIVE
K02854.01,0.755111,1.235e-06,-1.235e-06,FALSE POSITIVE
K06543.01,0.756512,7.5e-08,-7.5e-08,FALSE POSITIVE
K08277.01,0.757261,3.768e-06,-3.768e-06,CANDIDATE
K03998.01,0.758354,1.01e-07,-1.01e-07,FALSE POSITIVE
K06909.01,0.758356,5.54e-07,-5.54e-07,FALSE POSITIVE
K02382.01,0.759707,1.731e-06,-1.731e-06,FALSE POSITIVE
K07727.01,0.75974,8.519e-06,-8.519e-06,FALSE POSITIVE
K06593.01,0.759755,7.798e-06,-7.798e-06,FALSE POSITIVE
K02518.01,0.759762,1.668e-06,-1.668e-06,FALSE POSITIVE
K04064.01,0.759763,3.584e-06,-3.584e-06,FALSE POSITIVE
K06578.01,0.759764,6.5e-08,-6.5e-08,FALSE POSITIVE
K01679.01,0.759766,1.62e-06,-1.62e-06,FALSE POSITIVE
K07732.01,0.759768,7.71e-06,-7.71e-06,FALSE POSITIVE
K07533.01,0.760935,4.5e-08,-4.5e-08,FALSE POSITIVE
K04321.01,0.760941,4.138e-06,-4.138e-06,FALSE POSITIVE
K03156.01,0.76112,3.672e-06,-3.672e-06,CANDIDATE
K02248.03,0.761962,2.216e-06,-2.216e-06,CANDIDATE
K02039.02,0.762132,3.799e-06,-3.799e-06,CONFIRMED
K05449.01,0.762724,1.11e-07,-1.11e-07,CANDIDATE
K04366.01,0.76295,3.293e-06,-3.293e-06,CANDIDATE
K01360.03,0.764018,3.767e-06,-3.767e-06,CANDIDATE
K02825.01,0.764174,2.979e-06,-2.979e-06,FALSE POSITIVE
K06258.01,0.764598,3.699e-06,-3.699e-06,FALSE POSITIVE
K03009.01,0.764864,3.289e-06,-3.289e-06,CONFIRMED
K05061.01,0.766298,1.32e-07,-1.32e-07,FALSE POSITIVE
K06682.01,0.766473,1.02e-07,-1.02e-07,FALSE POSITIVE
K02393.02,0.766692,1.273e-06,-1.273e-06,CANDIDATE
K07045.01,0.767577,1.15e-07,-1.15e-07,CANDIDATE
K03001.01,0.768935,6.06e-07,-6.06e-07,FALSE POSITIVE
K03062.01,0.769127,2.344e-06,-2.344e-06,FALSE POSITIVE
K07819.01,0.769359,2.907e-06,-2.907e-06,FALSE POSITIVE
K01229.01,0.769738,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02281.01,0.769855,1.243e-06,-1.243e-06,CONFIRMED
K07924.01,0.770659,5.293e-06,-5.293e-06,CANDIDATE
K04778.01,0.772152,3.071e-06,-3.071e-06,CANDIDATE
K06910.01,0.772586,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K07051.01,0.772804,5.181e-06,-5.181e-06,FALSE POSITIVE
K07139.01,0.773144,3.1e-08,-3.1e-08,FALSE POSITIVE
K06882.01,0.77353,2.751e-05,-2.751e-05,CANDIDATE
K02909.01,0.773593,2.718e-06,-2.718e-06,FALSE POSITIVE
K06881.01,0.773595,2.497e-06,-2.497e-06,FALSE POSITIVE
K07730.01,0.774599,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03760.01,0.775445,2.74e-07,-2.74e-07,FALSE POSITIVE
K07656.01,0.77695,2.028e-06,-2.028e-06,FALSE POSITIVE
K06710.01,0.776976,3.1e-08,-3.1e-08,FALSE POSITIVE
K02788.01,0.777664,1.541e-06,-1.541e-06,FALSE POSITIVE
K07597.01,0.778706,3.348e-06,-3.348e-06,FALSE POSITIVE
K04812.01,0.779579,1.053e-05,-1.053e-05,FALSE POSITIVE
K06169.01,0.77961,6.132e-06,-6.132e-06,FALSE POSITIVE
K05469.01,0.779616,6.988e-06,-6.988e-06,FALSE POSITIVE
K07006.01,0.779963,1.012e-05,-1.012e-05,FALSE POSITIVE
K03995.01,0.780632,2.68e-07,-2.68e-07,FALSE POSITIVE
K01250.01,0.782046,1.66e-07,-1.66e-07,FALSE POSITIVE
K03753.01,0.782047,1.56e-07,-1.56e-07,FALSE POSITIVE
K05157.01,0.782068,3.5205e-05,-3.5205e-05,CANDIDATE
K04116.01,0.783258,3.473e-06,-3.473e-06,CANDIDATE
K01239.01,0.783276,1.269e-06,-1.269e-06,CANDIDATE
K01662.01,0.784032,1e-06,-1e-06,FALSE POSITIVE
K07916.01,0.784295,5.1e-08,-5.1e-08,FALSE POSITIVE
K07112.01,0.784301,3.937e-05,-3.937e-05,CANDIDATE
K01562.01,0.784513,1.614e-06,-1.614e-06,FALSE POSITIVE
K02718.01,0.784513,1.342e-06,-1.342e-06,FALSE POSITIVE
K04220.01,0.785473,8.84e-07,-8.84e-07,FALSE POSITIVE
K04077.01,0.786261,4.45e-07,-4.45e-07,FALSE POSITIVE
K08036.01,0.786484,1.639e-06,-1.639e-06,FALSE POSITIVE
K04286.01,0.78712,1.791e-06,-1.791e-06,FALSE POSITIVE
K06493.01,0.787122,1.329e-06,-1.329e-06,FALSE POSITIVE
K02742.01,0.789161,1.302e-06,-1.302e-06,CONFIRMED
K07768.01,0.789171,7.857e-06,-7.857e-06,FALSE POSITIVE
K06639.01,0.790046,4.936e-06,-4.936e-06,FALSE POSITIVE
K07754.01,0.79005,8.345e-06,-8.345e-06,FALSE POSITIVE
K02644.01,0.79054,1.233e-06,-1.233e-06,FALSE POSITIVE
K04934.01,0.790607,6.03e-07,-6.03e-07,FALSE POSITIVE
K04468.01,0.791771,7.31e-07,-7.31e-07,FALSE POSITIVE
K06403.01,0.792023,2.224e-06,-2.224e-06,FALSE POSITIVE
K04070.01,0.793663,1.39e-06,-1.39e-06,FALSE POSITIVE
K03899.01,0.79672,2.99e-07,-2.99e-07,FALSE POSITIVE
K01213.01,0.796723,1.889e-06,-1.889e-06,FALSE POSITIVE
K06472.01,0.796815,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K07891.01,0.79709,1.102e-05,-1.102e-05,FALSE POSITIVE
K03851.01,0.798197,2.39e-07,-2.39e-07,FALSE POSITIVE
K01513.01,0.7982,2.75e-07,-2.75e-07,FALSE POSITIVE
K07788.01,0.798468,2.247e-06,-2.247e-06,FALSE POSITIVE
K08103.01,0.799868,5.97e-07,-5.97e-07,FALSE POSITIVE
K07007.01,0.800263,2.206e-06,-2.206e-06,CANDIDATE
K03021.01,0.803836,4.017e-06,-4.017e-06,FALSE POSITIVE
K06048.02,0.804895,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01812.01,0.805259,1.2e-07,-1.2e-07,FALSE POSITIVE
K02211.01,0.80526,7.04e-07,-7.04e-07,FALSE POSITIVE
K07771.01,0.805268,4.453e-06,-4.453e-06,FALSE POSITIVE
K08078.01,0.805942,8.19e-07,-8.19e-07,CANDIDATE
K06335.01,0.806277,4.947e-06,-4.947e-06,FALSE POSITIVE
K08153.01,0.808106,8.72e-07,-8.72e-07,FALSE POSITIVE
K06896.01,0.811391,2.423e-06,-2.423e-06,FALSE POSITIVE
K03100.01,0.812588,2.006e-06,-2.006e-06,FALSE POSITIVE
K05353.01,0.812592,1.385e-06,-1.385e-06,CANDIDATE
K07922.01,0.812679,4.141e-06,-4.141e-06,FALSE POSITIVE
K02202.01,0.813166,1.399e-06,-1.399e-06,CONFIRMED
K06532.01,0.813999,2.282e-06,-2.282e-06,CANDIDATE
K04845.01,0.814279,5.17e-06,-5.17e-06,FALSE POSITIVE
K02771.01,0.814281,6.428e-06,-6.428e-06,FALSE POSITIVE
K07369.01,0.817023,4.69e-07,-4.69e-07,FALSE POSITIVE
K00989.02,0.817026,4.35e-07,-4.35e-07,FALSE POSITIVE
K04824.01,0.821472,9.899e-06,-9.899e-06,FALSE POSITIVE
K07231.01,0.822068,1.98e-07,-1.98e-07,FALSE POSITIVE
K06421.01,0.822315,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06344.01,0.823015,6.67e-07,-6.67e-07,FALSE POSITIVE
K04777.01,0.824,2.811e-06,-2.811e-06,CANDIDATE
K04598.01,0.82418,1.782e-06,-1.782e-06,FALSE POSITIVE
K04598.02,0.824181,1.492e-06,-1.492e-06,FALSE POSITIVE
K07101.01,0.824843,3.622e-05,-3.622e-05,FALSE POSITIVE
K07100.01,0.824852,8e-08,-8e-08,CANDIDATE
K02571.01,0.826284,1.441e-06,-1.441e-06,CANDIDATE
K02548.01,0.827151,3.957e-06,-3.957e-06,CANDIDATE
K04027.01,0.827352,2.565e-06,-2.565e-06,FALSE POSITIVE
K00090.01,0.828206,8.8e-07,-8.8e-07,FALSE POSITIVE
K07147.01,0.828207,1.17e-07,-1.17e-07,FALSE POSITIVE
K03882.01,0.828326,1.52e-07,-1.52e-07,FALSE POSITIVE
K06660.01,0.828839,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06192.01,0.829019,2.367e-06,-2.367e-06,FALSE POSITIVE
K03926.01,0.831741,5.76e-07,-5.76e-07,FALSE POSITIVE
K01371.01,0.83398,1.072e-06,-1.072e-06,FALSE POSITIVE
K04453.02,0.834423,1.149e-05,-1.149e-05,FALSE POSITIVE
K06977.01,0.835315,6.7e-08,-6.7e-08,FALSE POSITIVE
K05516.01,0.8362,4.915e-06,-4.915e-06,FALSE POSITIVE
K00072.01,0.837491,3.03e-07,-3.03e-07,CONFIRMED
K01731.02,0.837898,5.356e-06,-5.356e-06,FALSE POSITIVE
K00225.01,0.838597,1.45e-07,-1.45e-07,FALSE POSITIVE
K07144.01,0.839907,4.905e-06,-4.905e-06,CANDIDATE
K01510.01,0.839961,1.37e-06,-1.37e-06,CANDIDATE
K01499.02,0.840594,4.456e-06,-4.456e-06,CANDIDATE
K03881.01,0.841122,5.54e-07,-5.54e-07,FALSE POSITIVE
K04158.01,0.842336,7.173e-06,-7.173e-06,FALSE POSITIVE
K02694.01,0.84338,8.53e-07,-8.53e-07,CONFIRMED
K06911.01,0.8434,2.887e-06,-2.887e-06,FALSE POSITIVE
K06716.01,0.843651,4.3e-08,-4.3e-08,FALSE POSITIVE
K01122.01,0.844786,3.47e-07,-3.47e-07,FALSE POSITIVE
K06723.01,0.845098,5.517e-06,-5.517e-06,FALSE POSITIVE
K07288.01,0.846291,4.3e-08,-4.3e-08,FALSE POSITIVE
K04282.01,0.847589,3.334e-06,-3.334e-06,FALSE POSITIVE
K01123.01,0.848484,2.24e-07,-2.24e-07,FALSE POSITIVE
K03981.01,0.849278,5.291e-06,-5.291e-06,FALSE POSITIVE
K04545.01,0.849362,4.803e-06,-4.803e-06,CANDIDATE
K07331.01,0.849861,1.855e-05,-1.855e-05,CANDIDATE
K04268.01,0.849907,3.906e-06,-3.906e-06,CONFIRMED
K07650.01,0.851679,8.383e-06,-8.383e-06,FALSE POSITIVE
K06766.01,0.854509,1.747e-05,-1.747e-05,FALSE POSITIVE
K05980.01,0.855295,8.7e-08,-8.7e-08,FALSE POSITIVE
K07298.01,0.855747,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K07225.01,0.855763,1.53e-07,-1.53e-07,FALSE POSITIVE
K08013.01,0.855816,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04061.01,0.855922,2.657e-06,-2.657e-06,FALSE POSITIVE
K01000.01,0.856895,1.493e-06,-1.493e-06,FALSE POSITIVE
K01347.02,0.858286,9.717e-06,-9.717e-06,FALSE POSITIVE
K03089.01,0.858547,2.582e-06,-2.582e-06,CANDIDATE
K02235.01,0.861643,1.54e-06,-1.54e-06,FALSE POSITIVE
K07951.01,0.862329,4.107e-06,-4.107e-06,CANDIDATE
K05439.01,0.864651,6.728e-06,-6.728e-06,FALSE POSITIVE
K03134.01,0.865759,2.341e-06,-2.341e-06,FALSE POSITIVE
K03765.01,0.865959,1.53e-07,-1.53e-07,FALSE POSITIVE
K06418.01,0.866345,1.601e-06,-1.601e-06,FALSE POSITIVE
K04414.01,0.866346,5.673e-06,-5.673e-06,FALSE POSITIVE
K03879.01,0.867719,9.78e-07,-9.78e-07,FALSE POSITIVE
K03819.01,0.867721,3.57e-07,-3.57e-07,FALSE POSITIVE
K02797.01,0.868122,2.723e-06,-2.723e-06,CANDIDATE
K02708.01,0.868386,1.544e-06,-1.544e-06,CONFIRMED
K04018.01,0.868723,2.341e-06,-2.341e-06,FALSE POSITIVE
K01762.01,0.870694,8.31e-07,-8.31e-07,FALSE POSITIVE
K06412.01,0.87236,8.5e-08,-8.5e-08,FALSE POSITIVE
K02405.01,0.872952,1.019e-06,-1.019e-06,FALSE POSITIVE
K02912.01,0.873227,1.897e-06,-1.897e-06,FALSE POSITIVE
K06913.01,0.874236,8.676e-06,-8.676e-06,FALSE POSITIVE
K02464.01,0.87463,3.763e-06,-3.763e-06,FALSE POSITIVE
K00126.02,0.875197,3.5205e-05,-3.5205e-05,CANDIDATE
K03714.01,0.875268,1.247e-06,-1.247e-06,FALSE POSITIVE
K04417.02,0.876305,1.729e-06,-1.729e-06,FALSE POSITIVE
K03684.01,0.876826,7.3e-08,-7.3e-08,FALSE POSITIVE
K06203.01,0.876832,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04912.01,0.87685,7.718e-06,-7.718e-06,CANDIDATE
K07384.01,0.876941,5.647e-06,-5.647e-06,FALSE POSITIVE
K06467.01,0.878803,1.29e-07,-1.29e-07,FALSE POSITIVE
K02773.01,0.878856,1.636e-06,-1.636e-06,FALSE POSITIVE
K07569.01,0.879852,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02886.01,0.881843,3.021e-06,-3.021e-06,CONFIRMED
K03973.01,0.882132,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01610.01,0.883778,2.166e-06,-2.166e-06,FALSE POSITIVE
K06916.01,0.885122,1.603e-05,-1.603e-05,FALSE POSITIVE
K03958.01,0.885124,3.228e-06,-3.228e-06,FALSE POSITIVE
K04415.01,0.88513,6.061e-06,-6.061e-06,FALSE POSITIVE
K04075.01,0.885131,5.633e-06,-5.633e-06,FALSE POSITIVE
K01252.01,0.885747,6.37e-07,-6.37e-07,FALSE POSITIVE
K06542.01,0.886744,3.5205e-05,-3.5205e-05,CANDIDATE
K07800.01,0.887691,3.447e-06,-3.447e-06,FALSE POSITIVE
K05013.01,0.888045,3.153e-06,-3.153e-06,FALSE POSITIVE
K04264.01,0.888478,2.836e-06,-2.836e-06,FALSE POSITIVE
K03763.01,0.888584,1.81e-07,-1.81e-07,FALSE POSITIVE
K01104.01,0.890111,2.212e-06,-2.212e-06,FALSE POSITIVE
K06463.01,0.890333,1.122e-05,-1.122e-05,FALSE POSITIVE
K01374.01,0.890737,1.376e-06,-1.376e-06,FALSE POSITIVE
K03790.01,0.890745,4.47e-07,-4.47e-07,FALSE POSITIVE
K06337.01,0.892062,1.45e-07,-1.45e-07,FALSE POSITIVE
K07547.01,0.892989,2.016e-06,-2.016e-06,FALSE POSITIVE
K00936.02,0.893041,4.61e-07,-4.61e-07,CONFIRMED
